web-scraper-order,web-scraper-start-url,logos,logos-href,nameV,capacity
"1584816306-11","https://www.automobiledimension.com/","VOLVO","https://www.automobiledimension.com/volvo-car-dimensions.html","Volvo XC90","Volvo V40L x W x H: 4369 x 1802 x 1420 mm
Boot capacity: 335 dm3"
"1584816316-59","https://www.automobiledimension.com/","TESLA","https://www.automobiledimension.com/tesla-car-dimensions.html","Tesla Model S","Tesla Model 3L x W x H: 4694 x 1850 x 1443 mm
Boot capacity: 425 dm3"
"1584816648-288","https://www.automobiledimension.com/","FORD","https://www.automobiledimension.com/ford-car-dimensions.html","Ford Galaxy","Ford Ka+L x W x H: 3941 x 1704 x 1524 mm
Boot capacity: 270 dm3"
"1584816428-179","https://www.automobiledimension.com/","MAZDA","https://www.automobiledimension.com/mazda-car-dimensions.html","New Mazda 2 2020","New Mazda 2 2020L x W x H: 4070 x 1695 x 1495 mm
Boot capacity: 250 dm3"
"1584816332-95","https://www.automobiledimension.com/","SEAT","https://www.automobiledimension.com/seat-car-dimensions.html","New SEAT Leon Sportstourer 2020","New SEAT Mii electric 2020L x W x H: 3556 x 1645 x 1481 mm
Boot capacity: 251 dm3"
"1584816627-257","https://www.automobiledimension.com/","HYUNDAI","https://www.automobiledimension.com/hyundai-car-dimensions.html","Hyundai i30 Tourer","New Hyundai i10 2020L x W x H: 3670 x 1680 x 1480 mm
Boot capacity: 252 dm3"
"1584816322-66","https://www.automobiledimension.com/","SUBARU","https://www.automobiledimension.com/subaru-car-dimensions.html","Subaru BRZ","Subaru BRZL x W x H: 4240 x 1775 x 1320 mm
Boot capacity: 243 dm3"
"1584816353-161","https://www.automobiledimension.com/","NISSAN","https://www.automobiledimension.com/nissan-car-dimensions.html","New Nissan Juke 2020","Nissan MicraL x W x H: 3995 x 1743 x 1452 mm
Boot capacity: 300 dm3"
"1584816338-107","https://www.automobiledimension.com/","RENAULT","https://www.automobiledimension.com/renault-car-dimensions.html","Renault Scénic","Renault TwizyL x W x H: 2337 x 1234 x 1454 mm
Boot capacity: 31 dm3"
"1584816322-68","https://www.automobiledimension.com/","SUBARU","https://www.automobiledimension.com/subaru-car-dimensions.html","Subaru Levorg","Subaru BRZL x W x H: 4240 x 1775 x 1320 mm
Boot capacity: 243 dm3"
"1584816494-193","https://www.automobiledimension.com/","LEXUS","https://www.automobiledimension.com/lexus-car-dimensions.html","Lexus CT","Lexus CTL x W x H: 4355 x 1765 x 1455 mm
Boot capacity: 375 dm3"
"1584816314-53","https://www.automobiledimension.com/","TOYOTA","https://www.automobiledimension.com/toyota-car-dimensions.html","Toyota Land Cruiser 5-door","Toyota AYGOL x W x H: 3465 x 1615 x 1460 mm
Boot capacity: 168 dm3"
"1584816494-196","https://www.automobiledimension.com/","LEXUS","https://www.automobiledimension.com/lexus-car-dimensions.html","New Lexus UX 2019","Lexus CTL x W x H: 4355 x 1765 x 1455 mm
Boot capacity: 375 dm3"
"1584816428-184","https://www.automobiledimension.com/","MAZDA","https://www.automobiledimension.com/mazda-car-dimensions.html","Mazda CX-3","New Mazda 2 2020L x W x H: 4070 x 1695 x 1495 mm
Boot capacity: 250 dm3"
"1584816618-245","https://www.automobiledimension.com/","JAGUAR","https://www.automobiledimension.com/jaguar-car-dimensions.html","Jaguar F-PACE","New Jaguar F-TYPE Coupe 2020L x W x H: 4470 x 1923 x 1311 mm
Boot capacity: 336 dm3"
"1584816320-61","https://www.automobiledimension.com/","SUZUKI","https://www.automobiledimension.com/suzuki-car-dimensions.html","Suzuki Jimny","Suzuki JimnyL x W x H: 3645 x 1645 x 1720 mm
Boot capacity: 85 dm3"
"1584816330-82","https://www.automobiledimension.com/","ŠKODA","https://www.automobiledimension.com/skoda-car-dimensions.html","Škoda Fabia","New Škoda Citigo iV 2020L x W x H: 3597 x 1645 x 1481 mm
Boot capacity: 251 dm3"
"1584816310-28","https://www.automobiledimension.com/","VOLKSWAGEN","https://www.automobiledimension.com/volkswagen-car-dimensions.html","Volkswagen Passat Alltrack","New Volkswagen up! 2020L x W x H: 3600 x 1645 x 1504 mm
Boot capacity: 251 dm3"
"1584816310-18","https://www.automobiledimension.com/","VOLKSWAGEN","https://www.automobiledimension.com/volkswagen-car-dimensions.html","Volkswagen Golf Alltrack","New Volkswagen up! 2020L x W x H: 3600 x 1645 x 1504 mm
Boot capacity: 251 dm3"
"1584816356-171","https://www.automobiledimension.com/","MITSUBISHI","https://www.automobiledimension.com/mitsubishi-car-dimensions.html","Mitsubishi Eclipse Cross","Mitsubishi Space StarL x W x H: 3795 x 1665 x 1510 mm
Boot capacity: 235 dm3"
"1584816330-89","https://www.automobiledimension.com/","ŠKODA","https://www.automobiledimension.com/skoda-car-dimensions.html","New Škoda Kamiq 2020","New Škoda Citigo iV 2020L x W x H: 3597 x 1645 x 1481 mm
Boot capacity: 251 dm3"
"1584816314-43","https://www.automobiledimension.com/","TOYOTA","https://www.automobiledimension.com/toyota-car-dimensions.html","New Toyota Corolla Touring Sports 2019","Toyota AYGOL x W x H: 3465 x 1615 x 1460 mm
Boot capacity: 168 dm3"
"1584816327-80","https://www.automobiledimension.com/","SMART","https://www.automobiledimension.com/smart-car-dimensions.html","New Smart EQ forfour 2020","New Smart EQ fortwo 2020L x W x H: 2695 x 1663 x 1555 mm
Boot capacity: 260 dm3"
"1584816314-41","https://www.automobiledimension.com/","TOYOTA","https://www.automobiledimension.com/toyota-car-dimensions.html","Toyota GT86","Toyota AYGOL x W x H: 3465 x 1615 x 1460 mm
Boot capacity: 168 dm3"
"1584816330-91","https://www.automobiledimension.com/","ŠKODA","https://www.automobiledimension.com/skoda-car-dimensions.html","Škoda Kodiaq","New Škoda Citigo iV 2020L x W x H: 3597 x 1645 x 1481 mm
Boot capacity: 251 dm3"
"1584816306-6","https://www.automobiledimension.com/","VOLVO","https://www.automobiledimension.com/volvo-car-dimensions.html","Volvo S90","Volvo V40L x W x H: 4369 x 1802 x 1420 mm
Boot capacity: 335 dm3"
"1584816648-278","https://www.automobiledimension.com/","FORD","https://www.automobiledimension.com/ford-car-dimensions.html","Ford EcoSport","Ford Ka+L x W x H: 3941 x 1704 x 1524 mm
Boot capacity: 270 dm3"
"1584816351-144","https://www.automobiledimension.com/","OPEL","https://www.automobiledimension.com/opel-car-dimensions.html","Opel Karl / Viva","Opel Karl / VivaL x W x H: 3675 x 1604 x 1476 mm
Boot capacity: 215 dm3"
"1584816314-40","https://www.automobiledimension.com/","TOYOTA","https://www.automobiledimension.com/toyota-car-dimensions.html","Toyota Yaris","Toyota AYGOL x W x H: 3465 x 1615 x 1460 mm
Boot capacity: 168 dm3"
"1584816610-220","https://www.automobiledimension.com/","KIA","https://www.automobiledimension.com/kia-car-dimensions.html","Kia Ceed Sportswagon","Kia PicantoL x W x H: 3595 x 1595 x 1485 mm
Boot capacity: 255 dm3"
"1584816648-274","https://www.automobiledimension.com/","FORD","https://www.automobiledimension.com/ford-car-dimensions.html","Ford Fiesta Active","Ford Ka+L x W x H: 3941 x 1704 x 1524 mm
Boot capacity: 270 dm3"
"1584816347-137","https://www.automobiledimension.com/","PEUGEOT","https://www.automobiledimension.com/peugeot-car-dimensions.html","New Peugeot 508 2019","Peugeot iOnL x W x H: 3475 x 1475 x 1608 mm
Boot capacity: 166 dm3"
"1584816306-2","https://www.automobiledimension.com/","VOLVO","https://www.automobiledimension.com/volvo-car-dimensions.html","Volvo V40 Cross Country","Volvo V40L x W x H: 4369 x 1802 x 1420 mm
Boot capacity: 335 dm3"
"1584816661-326","https://www.automobiledimension.com/","DACIA","https://www.automobiledimension.com/dacia-car-dimensions.html","Dacia Sandero","Dacia SanderoL x W x H: 4058 x 1733 x 1518 mm
Boot capacity: 320 dm3"
"1584816356-170","https://www.automobiledimension.com/","MITSUBISHI","https://www.automobiledimension.com/mitsubishi-car-dimensions.html","New Mitsubishi ASX 2020","Mitsubishi Space StarL x W x H: 3795 x 1665 x 1510 mm
Boot capacity: 235 dm3"
"1584816306-10","https://www.automobiledimension.com/","VOLVO","https://www.automobiledimension.com/volvo-car-dimensions.html","Volvo XC60","Volvo V40L x W x H: 4369 x 1802 x 1420 mm
Boot capacity: 335 dm3"
"1584816332-99","https://www.automobiledimension.com/","SEAT","https://www.automobiledimension.com/seat-car-dimensions.html","SEAT Alhambra","New SEAT Mii electric 2020L x W x H: 3556 x 1645 x 1481 mm
Boot capacity: 251 dm3"
"1584816366-176","https://www.automobiledimension.com/","MINI","https://www.automobiledimension.com/mini-car-dimensions.html","MINI Cabrio","MINI 3-doorL x W x H: 3821 x 1727 x 1414 mm
Boot capacity: 211 dm3"
"1584816614-231","https://www.automobiledimension.com/","JEEP","https://www.automobiledimension.com/jeep-car-dimensions.html","Jeep Compass","Jeep RenegadeL x W x H: 4236 x 1805 x 1697 mm
Boot capacity: 351 dm3"
"1584816342-121","https://www.automobiledimension.com/","PORSCHE","https://www.automobiledimension.com/porsche-car-dimensions.html","New Porsche 911 Carrera 2019","Porsche 718 BoxsterL x W x H: 4379 x 1801 x 1281 mm
Boot capacity: 280 dm3"
"1584816347-135","https://www.automobiledimension.com/","PEUGEOT","https://www.automobiledimension.com/peugeot-car-dimensions.html","Peugeot 3008","Peugeot iOnL x W x H: 3475 x 1475 x 1608 mm
Boot capacity: 166 dm3"
"1584816314-45","https://www.automobiledimension.com/","TOYOTA","https://www.automobiledimension.com/toyota-car-dimensions.html","Toyota Prius","Toyota AYGOL x W x H: 3465 x 1615 x 1460 mm
Boot capacity: 168 dm3"
"1584816310-26","https://www.automobiledimension.com/","VOLKSWAGEN","https://www.automobiledimension.com/volkswagen-car-dimensions.html","Volkswagen Passat","New Volkswagen up! 2020L x W x H: 3600 x 1645 x 1504 mm
Boot capacity: 251 dm3"
"1584816342-119","https://www.automobiledimension.com/","PORSCHE","https://www.automobiledimension.com/porsche-car-dimensions.html","Porsche 718 Boxster","Porsche 718 BoxsterL x W x H: 4379 x 1801 x 1281 mm
Boot capacity: 280 dm3"
"1584816310-19","https://www.automobiledimension.com/","VOLKSWAGEN","https://www.automobiledimension.com/volkswagen-car-dimensions.html","Volkswagen Golf Sportsvan","New Volkswagen up! 2020L x W x H: 3600 x 1645 x 1504 mm
Boot capacity: 251 dm3"
"1584816494-199","https://www.automobiledimension.com/","LEXUS","https://www.automobiledimension.com/lexus-car-dimensions.html","New Lexus RX L 2020","Lexus CTL x W x H: 4355 x 1765 x 1455 mm
Boot capacity: 375 dm3"
"1584816652-309","https://www.automobiledimension.com/","FIAT","https://www.automobiledimension.com/fiat-car-dimensions.html","Fiat Qubo","Fiat 500L x W x H: 3571 x 1627 x 1488 mm
Boot capacity: 185 dm3"
"1584816620-247","https://www.automobiledimension.com/","INFINITI","https://www.automobiledimension.com/infiniti-car-dimensions.html","Infiniti Q50","Infiniti Q30L x W x H: 4425 x 1805 x 1495 mm
Boot capacity: 430 dm3"
"1584816325-73","https://www.automobiledimension.com/","SSANGYONG","https://www.automobiledimension.com/ssangyong-car-dimensions.html","SsangYong XLV","SsangYong TivoliL x W x H: 4202 x 1798 x 1600 mm
Boot capacity: 423 dm3"
"1584816322-67","https://www.automobiledimension.com/","SUBARU","https://www.automobiledimension.com/subaru-car-dimensions.html","Subaru Impreza","Subaru BRZL x W x H: 4240 x 1775 x 1320 mm
Boot capacity: 243 dm3"
"1584816314-52","https://www.automobiledimension.com/","TOYOTA","https://www.automobiledimension.com/toyota-car-dimensions.html","Toyota Land Cruiser 3-door","Toyota AYGOL x W x H: 3465 x 1615 x 1460 mm
Boot capacity: 168 dm3"
"1584816310-22","https://www.automobiledimension.com/","VOLKSWAGEN","https://www.automobiledimension.com/volkswagen-car-dimensions.html","Volkswagen Touran","New Volkswagen up! 2020L x W x H: 3600 x 1645 x 1504 mm
Boot capacity: 251 dm3"
"1584816494-197","https://www.automobiledimension.com/","LEXUS","https://www.automobiledimension.com/lexus-car-dimensions.html","Lexus NX","Lexus CTL x W x H: 4355 x 1765 x 1455 mm
Boot capacity: 375 dm3"
"1584816306-1","https://www.automobiledimension.com/","VOLVO","https://www.automobiledimension.com/volvo-car-dimensions.html","Volvo V40","Volvo V40L x W x H: 4369 x 1802 x 1420 mm
Boot capacity: 335 dm3"
"1584816338-113","https://www.automobiledimension.com/","RENAULT","https://www.automobiledimension.com/renault-car-dimensions.html","Renault Talisman Sport Tourer","Renault TwizyL x W x H: 2337 x 1234 x 1454 mm
Boot capacity: 31 dm3"
"1584816618-243","https://www.automobiledimension.com/","JAGUAR","https://www.automobiledimension.com/jaguar-car-dimensions.html","Jaguar E-PACE","New Jaguar F-TYPE Coupe 2020L x W x H: 4470 x 1923 x 1311 mm
Boot capacity: 336 dm3"
"1584816655-320","https://www.automobiledimension.com/","FERRARI","https://www.automobiledimension.com/ferrari-car-dimensions.html","New Ferrari Roma 2020","Ferrari PortofinoL x W x H: 4586 x 1938 x 1318 mm
Boot capacity: 292 dm3"
"1584816661-328","https://www.automobiledimension.com/","DACIA","https://www.automobiledimension.com/dacia-car-dimensions.html","Dacia Logan","Dacia SanderoL x W x H: 4058 x 1733 x 1518 mm
Boot capacity: 320 dm3"
"1584816614-230","https://www.automobiledimension.com/","JEEP","https://www.automobiledimension.com/jeep-car-dimensions.html","Jeep Renegade","Jeep RenegadeL x W x H: 4236 x 1805 x 1697 mm
Boot capacity: 351 dm3"
"1584816310-29","https://www.automobiledimension.com/","VOLKSWAGEN","https://www.automobiledimension.com/volkswagen-car-dimensions.html","Volkswagen Arteon","New Volkswagen up! 2020L x W x H: 3600 x 1645 x 1504 mm
Boot capacity: 251 dm3"
"1584816655-319","https://www.automobiledimension.com/","FERRARI","https://www.automobiledimension.com/ferrari-car-dimensions.html","Ferrari 812 Superfast","Ferrari PortofinoL x W x H: 4586 x 1938 x 1318 mm
Boot capacity: 292 dm3"
"1584816347-143","https://www.automobiledimension.com/","PEUGEOT","https://www.automobiledimension.com/peugeot-car-dimensions.html","Peugeot Traveller Long","Peugeot iOnL x W x H: 3475 x 1475 x 1608 mm
Boot capacity: 166 dm3"
"1584816648-272","https://www.automobiledimension.com/","FORD","https://www.automobiledimension.com/ford-car-dimensions.html","Ford Ka+ Active","Ford Ka+L x W x H: 3941 x 1704 x 1524 mm
Boot capacity: 270 dm3"
"1584816648-277","https://www.automobiledimension.com/","FORD","https://www.automobiledimension.com/ford-car-dimensions.html","Ford Focus Sportbreak","Ford Ka+L x W x H: 3941 x 1704 x 1524 mm
Boot capacity: 270 dm3"
"1584816338-101","https://www.automobiledimension.com/","RENAULT","https://www.automobiledimension.com/renault-car-dimensions.html","New Renault Twingo 2019","Renault TwizyL x W x H: 2337 x 1234 x 1454 mm
Boot capacity: 31 dm3"
"1584816610-215","https://www.automobiledimension.com/","KIA","https://www.automobiledimension.com/kia-car-dimensions.html","Kia Picanto","Kia PicantoL x W x H: 3595 x 1595 x 1485 mm
Boot capacity: 255 dm3"
"1584816428-183","https://www.automobiledimension.com/","MAZDA","https://www.automobiledimension.com/mazda-car-dimensions.html","Mazda 6 Tourer","New Mazda 2 2020L x W x H: 4070 x 1695 x 1495 mm
Boot capacity: 250 dm3"
"1584816652-297","https://www.automobiledimension.com/","FIAT","https://www.automobiledimension.com/fiat-car-dimensions.html","Fiat 500","Fiat 500L x W x H: 3571 x 1627 x 1488 mm
Boot capacity: 185 dm3"
"1584816332-97","https://www.automobiledimension.com/","SEAT","https://www.automobiledimension.com/seat-car-dimensions.html","SEAT Ateca","New SEAT Mii electric 2020L x W x H: 3556 x 1645 x 1481 mm
Boot capacity: 251 dm3"
"1584816460-191","https://www.automobiledimension.com/","MASERATI","https://www.automobiledimension.com/maserati-car-dimensions.html","Maserati GranTurismo","Maserati GhibliL x W x H: 4971 x 1945 x 1461 mm
Boot capacity: 500 dm3"
"1584816347-133","https://www.automobiledimension.com/","PEUGEOT","https://www.automobiledimension.com/peugeot-car-dimensions.html","Peugeot 308","Peugeot iOnL x W x H: 3475 x 1475 x 1608 mm
Boot capacity: 166 dm3"
"1584816342-123","https://www.automobiledimension.com/","PORSCHE","https://www.automobiledimension.com/porsche-car-dimensions.html","Porsche Panamera","Porsche 718 BoxsterL x W x H: 4379 x 1801 x 1281 mm
Boot capacity: 280 dm3"
"1584816534-205","https://www.automobiledimension.com/","LAND ROVER","https://www.automobiledimension.com/land-rover-car-dimensions.html","New Land Rover Discovery Sport 2019","New Land Rover Defender 90 2020L x W x H: 4323 x 1996 x 1974 mm
Boot capacity: 297 dm3"
"1584816648-284","https://www.automobiledimension.com/","FORD","https://www.automobiledimension.com/ford-car-dimensions.html","Ford Mondeo","Ford Ka+L x W x H: 3941 x 1704 x 1524 mm
Boot capacity: 270 dm3"
"1584816351-159","https://www.automobiledimension.com/","OPEL","https://www.automobiledimension.com/opel-car-dimensions.html","New Opel Zafira Life L 2019","Opel Karl / VivaL x W x H: 3675 x 1604 x 1476 mm
Boot capacity: 215 dm3"
"1584816652-307","https://www.automobiledimension.com/","FIAT","https://www.automobiledimension.com/fiat-car-dimensions.html","Fiat Tipo SW","Fiat 500L x W x H: 3571 x 1627 x 1488 mm
Boot capacity: 185 dm3"
"1584816342-128","https://www.automobiledimension.com/","PORSCHE","https://www.automobiledimension.com/porsche-car-dimensions.html","New Porsche Cayenne Coupé 2019","Porsche 718 BoxsterL x W x H: 4379 x 1801 x 1281 mm
Boot capacity: 280 dm3"
"1584816610-219","https://www.automobiledimension.com/","KIA","https://www.automobiledimension.com/kia-car-dimensions.html","Kia Ceed","Kia PicantoL x W x H: 3595 x 1595 x 1485 mm
Boot capacity: 255 dm3"
"1584816652-313","https://www.automobiledimension.com/","FIAT","https://www.automobiledimension.com/fiat-car-dimensions.html","Fiat Talento Combi","Fiat 500L x W x H: 3571 x 1627 x 1488 mm
Boot capacity: 185 dm3"
"1584816658-325","https://www.automobiledimension.com/","DS","https://www.automobiledimension.com/ds-car-dimensions.html","DS DS7 Crossback","DS DS3L x W x H: 3948 x 1715 x 1458 mm
Boot capacity: 285 dm3"
"1584816648-285","https://www.automobiledimension.com/","FORD","https://www.automobiledimension.com/ford-car-dimensions.html","Ford Mondeo Sportbreak","Ford Ka+L x W x H: 3941 x 1704 x 1524 mm
Boot capacity: 270 dm3"
"1584816351-151","https://www.automobiledimension.com/","OPEL","https://www.automobiledimension.com/opel-car-dimensions.html","Opel Grandland X","Opel Karl / VivaL x W x H: 3675 x 1604 x 1476 mm
Boot capacity: 215 dm3"
"1584816620-246","https://www.automobiledimension.com/","INFINITI","https://www.automobiledimension.com/infiniti-car-dimensions.html","Infiniti Q30","Infiniti Q30L x W x H: 4425 x 1805 x 1495 mm
Boot capacity: 430 dm3"
"1584816610-216","https://www.automobiledimension.com/","KIA","https://www.automobiledimension.com/kia-car-dimensions.html","Kia Rio","Kia PicantoL x W x H: 3595 x 1595 x 1485 mm
Boot capacity: 255 dm3"
"1584816342-124","https://www.automobiledimension.com/","PORSCHE","https://www.automobiledimension.com/porsche-car-dimensions.html","Porsche Panamera Sport Turismo","Porsche 718 BoxsterL x W x H: 4379 x 1801 x 1281 mm
Boot capacity: 280 dm3"
"1584816618-238","https://www.automobiledimension.com/","JAGUAR","https://www.automobiledimension.com/jaguar-car-dimensions.html","Jaguar XE","New Jaguar F-TYPE Coupe 2020L x W x H: 4470 x 1923 x 1311 mm
Boot capacity: 336 dm3"
"1584816338-114","https://www.automobiledimension.com/","RENAULT","https://www.automobiledimension.com/renault-car-dimensions.html","Renault Kangoo","Renault TwizyL x W x H: 2337 x 1234 x 1454 mm
Boot capacity: 31 dm3"
"1584816347-131","https://www.automobiledimension.com/","PEUGEOT","https://www.automobiledimension.com/peugeot-car-dimensions.html","New Peugeot 208 2020","Peugeot iOnL x W x H: 3475 x 1475 x 1608 mm
Boot capacity: 166 dm3"
"1584816652-314","https://www.automobiledimension.com/","FIAT","https://www.automobiledimension.com/fiat-car-dimensions.html","Fiat Talento Combi Long","Fiat 500L x W x H: 3571 x 1627 x 1488 mm
Boot capacity: 185 dm3"
"1584816330-84","https://www.automobiledimension.com/","ŠKODA","https://www.automobiledimension.com/skoda-car-dimensions.html","Škoda Scala","New Škoda Citigo iV 2020L x W x H: 3597 x 1645 x 1481 mm
Boot capacity: 251 dm3"
"1584816327-78","https://www.automobiledimension.com/","SMART","https://www.automobiledimension.com/smart-car-dimensions.html","New Smart EQ fortwo 2020","New Smart EQ fortwo 2020L x W x H: 2695 x 1663 x 1555 mm
Boot capacity: 260 dm3"
"1584816310-27","https://www.automobiledimension.com/","VOLKSWAGEN","https://www.automobiledimension.com/volkswagen-car-dimensions.html","Volkswagen Passat Estate","New Volkswagen up! 2020L x W x H: 3600 x 1645 x 1504 mm
Boot capacity: 251 dm3"
"1584816428-186","https://www.automobiledimension.com/","MAZDA","https://www.automobiledimension.com/mazda-car-dimensions.html","Mazda CX-5","New Mazda 2 2020L x W x H: 4070 x 1695 x 1495 mm
Boot capacity: 250 dm3"
"1584816338-105","https://www.automobiledimension.com/","RENAULT","https://www.automobiledimension.com/renault-car-dimensions.html","Renault Mégane","Renault TwizyL x W x H: 2337 x 1234 x 1454 mm
Boot capacity: 31 dm3"
"1584816351-150","https://www.automobiledimension.com/","OPEL","https://www.automobiledimension.com/opel-car-dimensions.html","Opel Mokka X","Opel Karl / VivaL x W x H: 3675 x 1604 x 1476 mm
Boot capacity: 215 dm3"
"1584816310-23","https://www.automobiledimension.com/","VOLKSWAGEN","https://www.automobiledimension.com/volkswagen-car-dimensions.html","Volkswagen Tiguan","New Volkswagen up! 2020L x W x H: 3600 x 1645 x 1504 mm
Boot capacity: 251 dm3"
"1584816310-30","https://www.automobiledimension.com/","VOLKSWAGEN","https://www.automobiledimension.com/volkswagen-car-dimensions.html","Volkswagen Touareg","New Volkswagen up! 2020L x W x H: 3600 x 1645 x 1504 mm
Boot capacity: 251 dm3"
"1584816648-295","https://www.automobiledimension.com/","FORD","https://www.automobiledimension.com/ford-car-dimensions.html","Ford Tourneo Custom L2","Ford Ka+L x W x H: 3941 x 1704 x 1524 mm
Boot capacity: 270 dm3"
"1584816618-236","https://www.automobiledimension.com/","JAGUAR","https://www.automobiledimension.com/jaguar-car-dimensions.html","New Jaguar F-TYPE Coupe 2020","New Jaguar F-TYPE Coupe 2020L x W x H: 4470 x 1923 x 1311 mm
Boot capacity: 336 dm3"
"1584816310-36","https://www.automobiledimension.com/","VOLKSWAGEN","https://www.automobiledimension.com/volkswagen-car-dimensions.html","New Volkswagen Caravelle 6.1 Long 2020","New Volkswagen up! 2020L x W x H: 3600 x 1645 x 1504 mm
Boot capacity: 251 dm3"
"1584816322-71","https://www.automobiledimension.com/","SUBARU","https://www.automobiledimension.com/subaru-car-dimensions.html","Subaru Outback","Subaru BRZL x W x H: 4240 x 1775 x 1320 mm
Boot capacity: 243 dm3"
"1584816627-262","https://www.automobiledimension.com/","HYUNDAI","https://www.automobiledimension.com/hyundai-car-dimensions.html","Hyundai Santa Fe","New Hyundai i10 2020L x W x H: 3670 x 1680 x 1480 mm
Boot capacity: 252 dm3"
"1584816627-250","https://www.automobiledimension.com/","HYUNDAI","https://www.automobiledimension.com/hyundai-car-dimensions.html","Hyundai i20","New Hyundai i10 2020L x W x H: 3670 x 1680 x 1480 mm
Boot capacity: 252 dm3"
"1584816342-120","https://www.automobiledimension.com/","PORSCHE","https://www.automobiledimension.com/porsche-car-dimensions.html","Porsche 718 Cayman","Porsche 718 BoxsterL x W x H: 4379 x 1801 x 1281 mm
Boot capacity: 280 dm3"
"1584816310-17","https://www.automobiledimension.com/","VOLKSWAGEN","https://www.automobiledimension.com/volkswagen-car-dimensions.html","Volkswagen Golf Estate","New Volkswagen up! 2020L x W x H: 3600 x 1645 x 1504 mm
Boot capacity: 251 dm3"
"1584816655-316","https://www.automobiledimension.com/","FERRARI","https://www.automobiledimension.com/ferrari-car-dimensions.html","Ferrari 488 Spider","Ferrari PortofinoL x W x H: 4586 x 1938 x 1318 mm
Boot capacity: 292 dm3"
"1584816627-252","https://www.automobiledimension.com/","HYUNDAI","https://www.automobiledimension.com/hyundai-car-dimensions.html","Hyundai i20 Active","New Hyundai i10 2020L x W x H: 3670 x 1680 x 1480 mm
Boot capacity: 252 dm3"
"1584816351-146","https://www.automobiledimension.com/","OPEL","https://www.automobiledimension.com/opel-car-dimensions.html","New Opel Corsa 2020","Opel Karl / VivaL x W x H: 3675 x 1604 x 1476 mm
Boot capacity: 215 dm3"
"1584816330-90","https://www.automobiledimension.com/","ŠKODA","https://www.automobiledimension.com/skoda-car-dimensions.html","Škoda Karoq","New Škoda Citigo iV 2020L x W x H: 3597 x 1645 x 1481 mm
Boot capacity: 251 dm3"
"1584816314-57","https://www.automobiledimension.com/","TOYOTA","https://www.automobiledimension.com/toyota-car-dimensions.html","Toyota Proace Verso Long","Toyota AYGOL x W x H: 3465 x 1615 x 1460 mm
Boot capacity: 168 dm3"
"1584816306-9","https://www.automobiledimension.com/","VOLVO","https://www.automobiledimension.com/volvo-car-dimensions.html","Volvo XC40","Volvo V40L x W x H: 4369 x 1802 x 1420 mm
Boot capacity: 335 dm3"
"1584816618-244","https://www.automobiledimension.com/","JAGUAR","https://www.automobiledimension.com/jaguar-car-dimensions.html","Jaguar I-PACE","New Jaguar F-TYPE Coupe 2020L x W x H: 4470 x 1923 x 1311 mm
Boot capacity: 336 dm3"
"1584816306-3","https://www.automobiledimension.com/","VOLVO","https://www.automobiledimension.com/volvo-car-dimensions.html","Volvo S60","Volvo V40L x W x H: 4369 x 1802 x 1420 mm
Boot capacity: 335 dm3"
